id,date,Team,Opponent,Location,Game Result,Team Score,Opponent Score,Team Logo,Opponent Logo,Team Rank,Opponent Rank,Team Conf ID,Opponent Conf ID,Overall Record,Conf Record,is_conf_game,type_id,notes_headline,status_type_name,home_logo,home_conference_id,home_winner,home_current_rank,home_records,away_logo,away_conference_id,away_winner,away_current_rank,away_records,groups_id,groups_name,groups_short_name
401824497,2026-01-18T19:00Z,North Carolina A&T,Hampton,Home,W,70,57,https://a.espncdn.com/i/teamlogos/ncaa/500/2448.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2261.png,99.0,99.0,10.0,10.0,7-9,2-3,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/2448.png,10.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '7-9', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-3', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2261.png,10.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '8-9', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-3', 'type': 'vsconf'}]",10.0,Coastal Athletic Association,CAA
401824494,2026-01-18T19:00Z,Hofstra,Northeastern,Home,L,60,62,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,https://a.espncdn.com/i/teamlogos/ncaa/500/111.png,99.0,99.0,10.0,10.0,3-14,1-5,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,10.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '3-14', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '1-6', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-6', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-5', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/111.png,10.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '6-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-4', 'type': 'vsconf'}]",10.0,Coastal Athletic Association,CAA
401819674,2026-01-18T19:00Z,Florida State,North Carolina,Home,L,55,82,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,99.0,99.0,2.0,2.0,6-13,1-6,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '6-13', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-8', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-6', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,2.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '15-5', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '4-3', 'type': 'vsconf'}]",2.0,Atlantic Coast Conference,ACC
401819619,2026-01-18T19:00Z,Syracuse,Stanford,Home,W,69,58,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,99.0,99.0,2.0,2.0,16-3,6-2,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,2.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '12-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '6-2', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,2.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '15-5', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '4-3', 'type': 'vsconf'}]",2.0,Atlantic Coast Conference,ACC
401817740,2026-01-18T19:00Z,Cleveland State,Robert Morris,Home,W,68,61,https://a.espncdn.com/i/teamlogos/ncaa/500/325.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png,99.0,99.0,45.0,45.0,15-5,5-4,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/325.png,45.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '15-5', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '11-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '5-4', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png,45.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '12-6', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '5-4', 'type': 'vsconf'}]",45.0,Horizon League,Horizon
401807568,2026-01-18T19:00Z,Florida,Missouri,Home,W,89,71,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,99.0,99.0,23.0,23.0,13-8,1-5,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '13-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-5', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,23.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '13-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-3', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-5', 'type': 'vsconf'}]",23.0,Southeastern Conference,SEC
401829082,2026-01-18T18:30Z,Rhode Island,Duquesne,Home,W,70,50,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,99.0,99.0,3.0,3.0,16-2,7-0,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png,3.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-2', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '8-1', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '7-0', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,3.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '7-11', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-7', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-7', 'type': 'vsconf'}]",3.0,Atlantic 10 Conference,A-10
401819567,2026-01-18T18:00Z,NC State,Louisville,Home,L,80,88,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,99.0,9.0,2.0,2.0,13-6,6-2,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,2.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '13-6', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '6-2', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,2.0,True,9.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '18-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '11-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '8-0', 'type': 'vsconf'}]",2.0,Atlantic Coast Conference,ACC
401827342,2026-01-18T18:00Z,Oklahoma State,Iowa State,Home,W,86,58,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,https://a.espncdn.com/i/teamlogos/ncaa/500/66.png,99.0,19.0,8.0,8.0,16-4,5-2,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,8.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-4', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '11-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '5-2', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/66.png,8.0,False,19.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '14-5', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-3', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-5', 'type': 'vsconf'}]",8.0,Big 12 Conference,Big 12
401829080,2026-01-18T18:00Z,La Salle,Davidson,Home,L,58,62,https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,99.0,99.0,3.0,3.0,10-8,3-4,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png,3.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-3', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '3-4', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,3.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '14-6', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-3', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '6-1', 'type': 'vsconf'}]",3.0,Atlantic 10 Conference,A-10
401825283,2026-01-18T18:00Z,Penn State,Rutgers,Home,L,72,76,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,99.0,99.0,7.0,7.0,7-12,0-8,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,7.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '7-12', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-6', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-8', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,7.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '9-9', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-6', 'type': 'vsconf'}]",7.0,Big Ten Conference,Big Ten
401824498,2026-01-18T18:00Z,Charleston,Elon,Home,W,87,64,https://a.espncdn.com/i/teamlogos/ncaa/500/232.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2210.png,99.0,99.0,10.0,10.0,14-3,6-0,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/232.png,10.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '14-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-1', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '6-0', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2210.png,10.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '7-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-6', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-3', 'type': 'vsconf'}]",10.0,Coastal Athletic Association,CAA
401824495,2026-01-18T18:00Z,UNC Wilmington,Drexel,Home,L,67,76,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2182.png,99.0,99.0,10.0,10.0,5-12,1-5,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,10.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '5-12', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-8', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-5', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2182.png,10.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '9-7', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-3', 'type': 'vsconf'}]",10.0,Coastal Athletic Association,CAA
401819675,2026-01-18T18:00Z,Pittsburgh,SMU,Home,L,76,83,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,99.0,99.0,2.0,2.0,8-12,1-6,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,2.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '8-12', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-6', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-6', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,2.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '8-11', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-6', 'type': 'vsconf'}]",2.0,Atlantic Coast Conference,ACC
401817739,2026-01-18T18:00Z,Detroit Mercy,Oakland,Home,L,70,80,https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2473.png,99.0,99.0,45.0,45.0,4-14,2-7,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png,45.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '4-14', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-6', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-7', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2473.png,45.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '6-12', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-8', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '3-5', 'type': 'vsconf'}]",45.0,Horizon League,Horizon
401811135,2026-01-18T17:00Z,Coppin State,South Carolina,Home,L,48,90,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,99.0,2.0,16.0,23.0,4-16,2-2,False,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png,16.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '4-16', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-10', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-2', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23.0,True,2.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '19-1', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '11-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '5-0', 'type': 'vsconf'}]",,,
401807567,2026-01-18T17:00Z,Georgia,Ole Miss,Home,W,82,59,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,99.0,16.0,23.0,23.0,16-3,2-3,True,1,We Back Pat,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,23.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-3', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,23.0,False,16.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-4', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '3-2', 'type': 'vsconf'}]",23.0,Southeastern Conference,SEC
401829085,2026-01-18T17:00Z,Richmond,VCU,Home,W,77,47,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,99.0,99.0,3.0,3.0,16-4,6-1,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,3.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-4', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '6-1', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,3.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '6-13', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-5', 'type': 'vsconf'}]",3.0,Atlantic 10 Conference,A-10
401824496,2026-01-18T17:00Z,Stony Brook,Towson,Home,W,55,43,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,https://a.espncdn.com/i/teamlogos/ncaa/500/119.png,99.0,99.0,10.0,10.0,10-9,5-1,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,10.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-9', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-6', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '5-1', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/119.png,10.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-7', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '3-2', 'type': 'vsconf'}]",10.0,Coastal Athletic Association,CAA
401819672,2026-01-18T17:00Z,Boston College,California,Home,L,58,73,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,99.0,99.0,2.0,2.0,4-17,0-8,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,2.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '4-17', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-10', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-8', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,2.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '11-9', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-5', 'type': 'vsconf'}]",2.0,Atlantic Coast Conference,ACC
401819591,2026-01-18T17:00Z,Clemson,Wake Forest,Home,W,78,71,https://a.espncdn.com/i/teamlogos/ncaa/500/228.png,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,99.0,99.0,2.0,2.0,13-6,4-3,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/228.png,2.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '13-6', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '4-3', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,2.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '12-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-3', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-6', 'type': 'vsconf'}]",2.0,Atlantic Coast Conference,ACC
401812837,2026-01-18T04:59Z,Hawai'i,UC Santa Barbara,Home,W,67,50,https://a.espncdn.com/i/teamlogos/ncaa/500/62.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png,99.0,99.0,9.0,9.0,8-9,2-5,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/62.png,9.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '8-9', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-3', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-5', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png,9.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '13-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '5-2', 'type': 'vsconf'}]",9.0,Big West Conference,Big West
401829569,2026-01-18T02:00Z,Utah State,Boise State,Home,L,60,76,https://a.espncdn.com/i/teamlogos/ncaa/500/328.png,https://a.espncdn.com/i/teamlogos/ncaa/500/68.png,99.0,99.0,44.0,44.0,6-11,2-6,True,1,,STATUS_FINAL,https://a.espncdn.com/i/teamlogos/ncaa/500/328.png,44.0,False,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '6-11', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-8', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '2-6', 'type': 'vsconf'}]",https://a.espncdn.com/i/teamlogos/ncaa/500/68.png,44.0,True,99.0,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '14-5', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '5-3', 'type': 'vsconf'}]",44.0,Mountain West Conference,Mountain West
