date,team,conference,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,DivIWL,ConfRecord,Non-ConfRecord,RoadWL,NETSOS,NetNonConfSOS,WABRk,WAB,NCWABRk,NCWAB,Last10Games,Q1,Q2,Q3,Q4
2026-01-27,Ohio,MAC,174,174,252,202,11-6,6-2,5-4,5-3,315,295,140,-4.64,183,-3.07,7-3,0-0,0-1,1-1,10-4
2026-01-27,FGCU,ASUN,175,173,68,140,7-10,5-3,2-7,4-3,98,22,180,-6.15,208,-3.51,5-5,0-1,1-1,1-5,5-3
2026-01-27,Liberty,CUSA,176,171,107,160,7-9,3-3,4-6,4-3,147,99,184,-6.21,206,-3.5,3-7,0-1,1-2,0-1,6-5
2026-01-27,Holy Cross,Patriot,177,177,191,186,11-8,5-3,6-5,5-5,196,129,153,-5.29,156,-2.66,7-3,0-1,0-2,2-1,9-4
2026-01-27,Youngstown St.,Horizon,178,178,299,219,12-7,7-4,5-3,6-4,285,222,150,-5.25,117,-1.79,6-4,0-1,0-0,1-1,11-5
2026-01-27,SMU,ACC,179,179,55,133,8-13,1-8,7-5,2-5,66,261,218,-7.34,201,-3.43,3-7,0-4,0-3,0-1,8-5
2026-01-27,Monmouth,CAA,180,180,328,229,9-5,5-1,4-4,5-4,295,230,117,-3.74,172,-2.84,8-2,0-1,0-0,0-0,9-4
2026-01-27,App State,Sun Belt,181,181,173,179,7-10,2-7,5-3,3-7,151,110,212,-7.13,86,-1.1,2-8,0-2,0-1,0-2,7-5
2026-01-27,Northern Ky.,Horizon,182,182,136,170,10-13,7-5,3-8,4-8,187,94,272,-9.63,270,-5.2,7-3,0-2,0-1,0-2,10-8
2026-01-27,La Salle,Atlantic 10,183,184,153,175,10-9,4-5,6-4,6-4,200,224,189,-6.34,151,-2.51,4-6,0-0,0-4,0-1,10-4
2026-01-27,UAB,American,184,183,173,179,7-12,0-8,7-4,1-6,225,270,271,-9.61,154,-2.64,2-8,0-1,0-1,0-3,7-7
2026-01-27,South Alabama,Sun Belt,185,185,209,191,9-10,2-7,7-3,2-6,278,321,240,-8.15,129,-2.14,3-7,0-0,0-1,0-5,9-4
2026-01-27,Southern Miss.,Sun Belt,186,186,151,174,9-9,4-5,5-4,2-4,178,151,185,-6.23,131,-2.21,4-6,0-2,0-0,1-2,8-5
2026-01-27,Cleveland St.,Horizon,187,187,338,234,13-7,5-6,8-1,2-6,351,350,174,-6.04,70,-0.65,5-5,0-0,0-0,1-2,12-5
2026-01-27,Xavier,Big East,188,188,94,155,10-10,3-8,7-2,3-4,132,354,181,-6.16,113,-1.68,3-7,0-2,1-1,1-3,8-4
2026-01-27,Chattanooga,SoCon,189,189,303,220,11-5,5-0,6-5,5-2,317,292,118,-3.75,222,-3.82,9-1,0-0,0-2,0-0,11-3
2026-01-27,NJIT,America East,190,190,334,233,13-7,4-3,9-4,7-3,327,315,162,-5.55,170,-2.84,6-4,0-1,0-0,0-0,13-6
2026-01-27,Lehigh,Patriot,191,191,231,196,10-8,6-1,4-7,4-5,248,190,171,-5.94,265,-5.17,7-3,0-1,0-1,2-1,8-5
2026-01-27,Southern Utah,WAC,192,192,270,207,10-7,5-3,5-4,4-6,332,322,167,-5.8,193,-3.23,6-4,0-0,0-1,0-3,10-3
2026-01-27,SFA,Southland,193,193,328,229,12-6,8-3,4-3,4-4,353,316,148,-5.18,143,-2.38,7-3,0-0,0-0,0-2,12-4
2026-01-27,Longwood,Big South,194,194,312,223,11-6,5-2,6-4,3-4,215,133,121,-3.77,125,-1.9,7-3,0-2,0-0,0-2,11-2
2026-01-27,Georgia St.,Sun Belt,195,195,69,141,7-12,4-5,3-7,3-9,112,149,235,-7.97,257,-4.99,4-6,0-1,0-5,2-1,5-5
2026-01-27,Saint Louis,Atlantic 10,196,196,144,173,10-11,5-4,5-7,4-4,329,325,268,-9.48,303,-6.01,6-4,0-0,0-0,0-3,10-8
2026-01-27,Loyola Chicago,Atlantic 10,197,197,101,158,9-11,5-4,4-7,6-4,152,250,230,-7.64,280,-5.5,6-4,0-2,0-2,1-2,8-5
2026-01-27,VCU,Atlantic 10,198,198,45,127,7-14,3-6,4-8,1-6,87,111,257,-9.03,264,-5.16,3-7,0-2,0-6,0-3,7-3
2026-01-27,UT Arlington,WAC,199,200,160,176,8-11,2-5,6-6,1-8,189,160,242,-8.23,218,-3.69,3-7,0-1,0-2,1-1,7-7
2026-01-27,Delaware,CUSA,200,199,252,202,8-10,2-2,6-8,5-5,328,323,248,-8.69,323,-6.82,4-6,0-0,0-2,0-0,8-8
2026-01-27,Dayton,Atlantic 10,201,201,184,184,10-10,3-6,7-4,4-5,219,285,221,-7.43,165,-2.77,5-5,0-0,1-4,0-0,9-6
2026-01-27,Morehead St.,OVC,202,202,184,184,11-9,7-3,4-6,5-6,135,50,152,-5.26,174,-2.88,7-3,0-3,0-0,1-1,10-5
2026-01-27,UMBC,America East,203,204,292,215,8-9,5-2,3-7,5-5,237,175,207,-6.94,269,-5.2,6-4,1-1,0-0,0-0,7-8
2026-01-27,Jacksonville St.,CUSA,204,205,315,225,8-8,5-1,3-7,4-5,316,284,200,-6.75,298,-5.88,7-3,0-1,0-0,0-0,8-7
2026-01-27,Robert Morris,Horizon,205,203,333,231,12-7,7-5,5-2,6-5,354,362,183,-6.16,120,-1.86,5-5,0-0,0-0,0-1,12-6
2026-01-27,Stetson,ASUN,206,206,249,201,9-8,4-4,5-4,4-5,235,163,170,-5.92,135,-2.29,5-5,0-1,0-1,2-0,7-6
2026-01-27,Southern U.,SWAC,207,207,190,185,8-8,6-1,2-7,4-8,37,1,89,-2.33,95,-1.34,7-3,0-6,0-0,0-0,8-2
2026-01-27,Cal St. Fullerton,Big West,208,208,310,222,9-9,7-3,2-6,5-4,352,360,241,-8.16,293,-5.79,6-4,0-0,0-0,1-1,8-8
2026-01-27,Bowling Green,MAC,209,209,115,162,6-9,3-5,3-4,3-5,141,60,188,-6.29,126,-1.93,5-5,0-1,0-2,0-3,6-3
2026-01-27,UIC,MVC,210,210,224,195,9-11,4-5,5-6,3-6,313,282,267,-9.37,253,-4.76,4-6,0-0,1-1,0-1,8-9
2026-01-27,Tarleton St.,WAC,211,211,207,190,8-8,4-3,4-5,2-5,226,182,173,-5.99,203,-3.44,6-4,0-1,0-0,0-4,8-3
2026-01-27,William & Mary,CAA,212,212,303,220,9-8,3-4,6-4,7-3,306,271,193,-6.58,166,-2.77,6-4,0-0,0-2,1-0,8-6
2026-01-27,FIU,CUSA,213,213,266,206,10-7,4-3,6-4,3-3,349,338,178,-6.1,199,-3.37,6-4,0-0,0-1,0-1,10-5
2026-01-27,Eastern Wash.,Big Sky,214,215,199,189,8-10,3-4,5-6,4-7,249,245,234,-7.94,245,-4.47,4-6,0-0,0-3,1-1,7-6
2026-01-27,Alabama A&M,SWAC,215,216,249,201,7-9,6-1,1-8,3-5,99,17,157,-5.4,241,-4.42,7-3,0-3,0-1,0-1,7-4
2026-01-27,UT Martin,OVC,216,217,216,192,7-8,6-3,1-5,3-7,228,117,179,-6.12,215,-3.63,6-4,0-1,0-0,1-3,6-4
2026-01-27,Tennessee Tech,OVC,217,219,292,215,8-9,3-7,5-2,1-7,279,239,219,-7.36,81,-1.02,3-7,0-1,0-0,0-2,8-6
2026-01-27,West Ga.,ASUN,218,218,331,230,11-6,6-2,5-4,2-6,229,169,122,-3.88,138,-2.34,7-3,0-1,0-1,0-3,11-1
2026-01-27,Utah Valley,WAC,219,221,199,189,7-10,2-6,5-4,3-6,319,301,249,-8.7,186,-3.13,3-7,0-0,0-1,0-0,7-9
2026-01-27,Sacramento St.,Big Sky,220,220,238,199,8-10,4-3,4-7,3-6,336,318,251,-8.76,304,-6.03,4-6,0-0,0-1,0-0,8-9
2026-01-27,Northwestern St.,Southland,221,222,171,178,7-9,6-4,1-5,5-5,102,6,158,-5.42,124,-1.89,5-5,0-2,0-2,1-0,6-5
2026-01-27,Campbell,CAA,222,214,319,226,11-8,6-2,5-6,4-6,340,319,204,-6.82,260,-5.03,7-3,0-0,0-1,0-1,11-6
2026-01-27,Washington St.,WCC,223,225,26,115,4-18,3-6,1-12,2-6,69,18,316,-12.13,326,-6.89,3-7,0-2,0-4,1-5,3-7
2026-01-27,Little Rock,OVC,224,226,141,172,7-10,5-4,2-6,2-7,160,81,214,-7.22,223,-3.84,5-5,0-1,0-1,0-4,7-4
2026-01-27,Memphis,American,225,224,141,172,7-12,2-5,5-7,3-6,202,192,266,-9.37,258,-5.01,3-7,0-1,0-1,0-6,7-4
2026-01-27,Wofford,SoCon,226,223,273,208,8-9,5-1,3-8,5-7,240,184,208,-6.99,306,-6.1,6-4,0-1,0-0,0-4,8-4
2026-01-27,Drake,MVC,227,227,115,162,6-13,5-4,1-9,4-4,131,55,265,-9.34,302,-6.01,5-5,0-2,0-1,0-3,6-7
2026-01-27,Pacific,WCC,228,228,113,161,7-12,3-6,4-6,0-6,182,135,262,-9.18,227,-3.91,3-7,0-0,0-4,0-1,7-7
2026-01-27,Elon,CAA,229,229,292,215,8-10,4-3,4-7,3-6,267,237,238,-8.14,277,-5.44,5-5,0-1,0-1,0-2,8-6
2026-01-27,St. Bonaventure,Atlantic 10,230,230,287,214,11-9,3-6,8-3,5-5,297,359,213,-7.22,161,-2.7,4-6,0-0,0-2,1-1,10-6
2026-01-27,UC Riverside,Big West,231,232,129,167,4-13,4-5,0-8,1-9,223,180,296,-10.85,316,-6.6,3-7,0-0,0-1,0-5,4-7
2026-01-27,DePaul,Big East,232,231,63,138,5-17,2-9,3-8,0-9,92,154,313,-11.84,296,-5.84,2-8,0-3,0-2,1-4,4-8
2026-01-27,Kennesaw St.,CUSA,233,233,266,206,7-8,3-4,4-4,2-5,234,147,182,-6.16,144,-2.39,4-6,0-1,0-1,0-0,7-6
2026-01-27,Furman,SoCon,234,234,266,206,9-8,5-1,4-7,4-6,128,64,141,-4.69,220,-3.8,7-3,0-2,0-3,0-0,9-3
2026-01-27,Nevada,Mountain West,235,235,153,175,6-13,3-7,3-6,1-7,321,333,309,-11.55,276,-5.39,3-7,0-0,0-0,1-4,5-9
2026-01-27,UTRGV,Southland,236,237,224,195,9-9,8-3,1-6,6-3,143,15,166,-5.78,187,-3.13,7-3,0-2,0-1,0-2,9-4
2026-01-27,Stony Brook,CAA,237,236,243,200,7-10,5-2,2-8,3-7,273,220,244,-8.31,314,-6.49,6-4,0-1,0-1,0-1,7-7
2026-01-27,UIW,Southland,238,238,219,194,8-8,8-3,0-5,3-6,136,4,145,-5.02,139,-2.36,7-3,0-2,0-1,0-2,8-3
2026-01-27,Northern Ariz.,Big Sky,239,239,169,177,5-14,3-5,2-9,3-8,271,260,314,-12.1,337,-7.56,5-5,0-0,0-1,0-4,5-9
2026-01-27,UMES,MEAC,240,241,160,176,9-10,4-0,5-10,4-5,157,143,205,-6.86,327,-6.93,5-5,0-2,0-1,0-2,9-5
2026-01-27,Fordham,Atlantic 10,241,240,273,208,8-11,1-8,7-3,2-6,220,336,246,-8.56,142,-2.37,3-7,0-1,0-3,0-1,8-6
2026-01-27,Air Force,Mountain West,242,242,209,191,7-12,2-8,5-4,3-8,280,330,277,-10.17,198,-3.35,2-8,0-0,0-1,0-5,7-6
2026-01-27,Radford,Big South,243,243,315,225,11-9,5-2,6-7,3-6,256,217,202,-6.8,259,-5.03,6-4,0-2,0-0,0-3,11-4
2026-01-27,Towson,CAA,244,244,287,214,10-8,4-3,6-5,3-6,224,161,164,-5.73,176,-2.89,7-3,0-2,0-1,0-0,10-5
2026-01-27,Texas St.,Sun Belt,245,246,195,187,7-10,5-4,2-6,2-5,205,244,231,-7.67,256,-4.89,5-5,0-1,0-2,0-2,7-5
2026-01-27,IU Indy,Horizon,246,247,181,183,6-11,4-6,2-5,1-8,300,255,269,-9.51,233,-4.06,4-6,0-0,0-1,0-4,6-6
2026-01-27,Norfolk St.,MEAC,247,248,243,200,6-11,5-1,1-10,4-9,86,27,206,-6.88,299,-5.9,5-5,0-4,0-0,0-2,6-5
2026-01-27,St. Thomas (MN),Summit League,248,249,209,191,7-11,3-4,4-7,2-3,211,277,247,-8.58,290,-5.72,5-5,0-2,0-1,0-1,7-7
2026-01-27,Fla. Atlantic,American,249,245,136,170,8-12,3-6,5-6,4-5,261,281,274,-9.87,252,-4.74,4-6,0-0,0-2,1-3,7-7
2026-01-27,Merrimack,MAAC,250,250,328,229,9-9,7-3,2-6,5-6,296,288,220,-7.39,263,-5.11,7-3,0-0,0-2,0-2,9-5
2026-01-27,Oakland,Horizon,251,251,107,160,6-13,4-6,2-7,4-8,130,40,264,-9.33,231,-4,4-6,0-2,0-1,1-3,5-7
2026-01-27,Montana,Big Sky,252,253,83,149,5-13,3-5,2-8,3-7,101,39,256,-8.97,249,-4.66,4-6,0-2,0-4,1-1,4-6
2026-01-27,Mercer,SoCon,253,252,349,248,10-8,2-3,8-5,5-5,335,311,201,-6.76,221,-3.81,5-5,0-0,0-2,0-1,10-5
2026-01-27,N.C. A&T,CAA,254,254,122,166,3-11,2-5,1-6,2-7,64,8,210,-7.09,146,-2.42,3-7,0-4,0-0,0-2,3-5
2026-01-27,UNC Greensboro,SoCon,255,255,313,224,8-9,2-4,6-5,3-7,198,137,195,-6.6,162,-2.71,5-5,0-2,0-1,0-1,8-5
2026-01-27,Boston College,ACC,256,256,55,133,4-18,0-9,4-9,0-6,52,300,300,-11.16,340,-7.72,0-10,0-5,0-3,0-5,4-5
2026-01-27,Duquesne,Atlantic 10,257,257,195,187,5-13,0-9,5-4,2-7,276,349,302,-11.22,214,-3.63,1-9,0-0,0-2,1-1,4-10
2026-01-27,North Ala.,ASUN,258,258,306,221,7-9,4-3,3-6,3-7,262,208,216,-7.31,248,-4.59,4-6,0-1,0-1,0-0,7-7
2026-01-27,ETSU,SoCon,259,259,280,212,7-11,2-3,5-8,3-4,167,127,239,-8.14,271,-5.21,5-5,0-3,0-0,0-0,7-8
2026-01-27,Wyoming,Mountain West,260,260,153,175,6-12,4-6,2-6,1-9,168,89,261,-9.14,229,-3.95,4-6,0-1,0-2,0-4,6-5
2026-01-27,Utah St.,Mountain West,261,262,160,176,5-13,2-8,3-5,1-9,175,124,280,-10.22,195,-3.25,2-8,0-1,0-2,0-3,5-7
2026-01-27,Pittsburgh,ACC,262,261,180,182,8-13,1-8,7-5,1-6,73,307,228,-7.6,225,-3.87,2-8,0-6,0-0,0-1,8-6
2026-01-27,Nicholls,Southland,263,263,354,255,9-8,6-5,3-3,5-4,356,347,217,-7.32,163,-2.74,6-4,0-0,0-0,0-2,9-6
2026-01-27,Southeast Mo. St.,OVC,264,264,243,200,5-12,3-7,2-5,1-7,247,142,275,-10.05,212,-3.57,3-7,0-1,0-1,0-2,5-8
2026-01-27,Kansas City,Summit League,265,265,132,168,3-15,3-5,0-10,1-9,123,107,305,-11.4,339,-7.61,3-7,0-2,0-3,0-2,3-8
2026-01-27,Lipscomb,ASUN,266,266,219,194,5-12,4-4,1-8,3-9,266,253,281,-10.23,322,-6.78,4-6,0-0,0-2,1-2,4-8
2026-01-27,SIUE,OVC,267,267,283,213,7-10,3-7,4-3,3-5,334,313,252,-8.82,140,-2.36,3-7,0-0,0-1,1-3,6-6
2026-01-27,Wichita St.,American,268,280,132,168,4-16,2-6,2-10,1-6,251,268,344,-13.73,350,-8.49,3-7,0-1,0-1,1-2,3-12
2026-01-27,Marist,MAAC,269,268,234,197,7-14,4-7,3-7,2-7,252,214,310,-11.64,278,-5.47,4-6,0-1,0-1,0-3,7-9
2026-01-27,Weber St.,Big Sky,270,269,122,166,3-15,0-8,3-7,1-9,145,82,312,-11.83,238,-4.3,2-8,0-1,0-4,0-2,3-8
2026-01-27,San Diego,WCC,271,270,153,175,7-14,2-7,5-7,0-9,233,273,307,-11.42,281,-5.53,3-7,0-0,0-5,0-1,7-8
2026-01-27,UTEP,CUSA,272,271,261,204,7-10,1-7,6-3,1-6,239,164,236,-7.99,93,-1.29,1-9,0-1,0-1,0-1,7-7
2026-01-27,Utah Tech,WAC,273,274,258,203,5-12,1-7,4-5,0-6,325,309,288,-10.73,235,-4.16,2-8,0-0,0-1,0-1,5-10
2026-01-27,Boston U.,Patriot,274,272,297,218,6-12,3-5,3-7,4-6,286,248,284,-10.34,287,-5.62,3-7,0-1,0-0,0-2,6-9
2026-01-27,Loyola Maryland,Patriot,275,273,324,228,8-11,4-4,4-7,5-6,268,194,258,-9.05,268,-5.18,6-4,0-2,0-0,0-0,8-9
2026-01-27,New Hampshire,America East,276,276,217,193,5-13,1-6,4-7,2-10,230,228,290,-10.75,275,-5.38,4-6,0-1,0-0,0-3,5-9
2026-01-27,LIU,NEC,277,275,363,287,9-8,6-2,3-6,5-5,360,344,225,-7.48,282,-5.54,6-4,0-0,0-1,0-0,9-7
2026-01-27,Mount St. Mary's,MAAC,278,277,344,244,9-11,5-6,4-5,2-8,263,177,253,-8.89,200,-3.39,4-6,0-2,0-0,0-2,9-7
2026-01-27,Iona,MAAC,279,278,360,267,12-8,6-5,6-3,6-4,344,304,203,-6.8,127,-2.13,6-4,0-0,0-1,1-2,11-5
2026-01-27,Yale,Ivy League,280,279,209,191,5-13,1-4,4-9,4-6,250,328,298,-10.95,346,-8.02,4-6,0-0,0-2,0-4,5-7
2026-01-27,East Texas A&M,Southland,281,282,279,210,5-10,3-7,2-3,2-7,164,24,229,-7.6,85,-1.08,4-6,0-2,0-0,0-1,5-7
2026-01-27,Manhattan,MAAC,282,281,178,181,5-14,5-5,0-9,3-7,155,134,295,-10.83,332,-7.11,5-5,0-1,0-3,0-4,5-6
2026-01-27,Evansville,MVC,283,283,236,198,5-15,3-6,2-9,2-12,231,203,324,-12.52,335,-7.22,3-7,0-1,0-1,1-2,4-11
2026-01-27,Siena,MAAC,284,284,359,263,7-12,5-5,2-7,3-8,347,341,297,-10.9,313,-6.47,5-5,0-0,0-1,0-2,7-9
2026-01-27,CSU Bakersfield,Big West,285,288,258,203,5-13,1-8,4-5,3-6,324,335,311,-11.65,242,-4.43,3-7,0-0,0-1,0-2,5-10
2026-01-27,Denver,Summit League,286,285,139,171,6-11,3-4,3-7,1-8,214,299,250,-8.75,301,-6.01,4-6,0-1,0-2,0-1,6-7
2026-01-27,Western Mich.,MAC,287,286,184,184,5-12,2-6,3-6,2-7,139,80,255,-8.91,211,-3.55,2-8,0-2,0-1,0-2,5-7
2026-01-27,Lafayette,Patriot,288,287,349,248,7-12,3-5,4-7,5-8,339,314,292,-10.78,300,-6,3-7,0-1,0-0,0-0,7-11
2026-01-27,Houston Christian,Southland,289,289,217,193,3-13,3-8,0-5,1-9,199,26,289,-10.75,184,-3.12,1-9,0-1,0-2,0-2,3-8
2026-01-27,New Mexico St.,CUSA,290,290,160,176,4-13,3-5,1-8,2-7,264,196,301,-11.22,315,-6.52,3-7,0-1,0-0,0-2,4-10
2026-01-27,Alabama St.,SWAC,291,291,224,195,5-10,4-3,1-7,4-7,49,3,147,-5.11,130,-2.16,5-5,0-5,0-1,0-0,5-4
2026-01-27,Eastern Ill.,OVC,292,292,153,175,3-18,2-8,1-10,1-12,138,56,348,-14.17,320,-6.72,2-8,0-2,0-2,0-3,3-11
2026-01-27,Milwaukee,Horizon,293,293,266,206,5-15,3-8,2-7,3-7,338,306,342,-13.67,307,-6.15,3-7,0-0,0-1,0-2,5-12
2026-01-27,Western Ky.,CUSA,294,296,238,199,4-14,1-7,3-7,2-8,195,131,306,-11.41,255,-4.88,2-8,0-2,0-0,0-2,4-10
2026-01-27,Akron,MAC,295,294,99,157,1-16,0-7,1-9,0-9,149,132,332,-13.04,325,-6.88,1-9,0-2,0-0,0-3,1-11
2026-01-27,Detroit Mercy,Horizon,296,295,243,200,4-15,2-9,2-6,0-8,245,159,329,-12.79,244,-4.46,1-9,0-1,0-1,0-2,4-11
2026-01-27,Northeastern,CAA,297,297,341,236,6-11,2-5,4-6,4-5,357,356,286,-10.36,288,-5.66,3-7,0-0,0-0,0-1,6-10
2026-01-27,Dartmouth,Ivy League,298,298,264,205,6-9,0-5,6-4,4-6,212,346,209,-7.01,209,-3.52,3-7,0-1,0-1,0-3,6-4
2026-01-27,Coppin St.,MEAC,299,299,107,160,3-18,2-4,1-14,1-11,63,23,315,-12.12,348,-8.22,2-8,0-5,0-1,0-1,3-11
2026-01-27,Sacred Heart,MAAC,300,300,351,251,9-10,8-3,1-7,4-7,291,181,243,-8.28,286,-5.61,7-3,0-1,0-1,0-2,9-6
2026-01-27,Alcorn,SWAC,301,301,231,196,6-9,6-1,0-8,4-6,67,10,143,-4.96,232,-4.02,6-4,0-4,0-1,0-0,6-4
2026-01-27,North Florida,ASUN,302,302,199,189,5-12,2-6,3-6,3-8,150,71,259,-9.07,204,-3.46,3-7,0-2,0-2,0-1,5-7
2026-01-27,Hampton,CAA,303,303,306,221,5-11,2-5,3-6,2-5,355,345,282,-10.3,283,-5.55,2-8,0-0,0-0,0-2,5-9
2026-01-27,Indiana St.,MVC,304,304,270,207,5-13,2-7,3-6,1-8,277,231,303,-11.24,251,-4.7,2-8,0-1,0-0,0-1,5-11
2026-01-27,Jackson St.,SWAC,305,305,224,195,4-14,3-4,1-10,2-9,113,36,278,-10.19,308,-6.25,3-7,0-3,0-2,0-3,4-6
2026-01-27,CSUN,Big West,306,306,224,195,4-12,2-7,2-5,2-6,320,293,291,-10.78,237,-4.27,2-8,0-0,0-1,0-3,4-8
2026-01-27,Buffalo,MAC,307,307,160,176,2-17,0-8,2-9,0-9,194,197,349,-14.27,334,-7.19,0-10,0-1,0-1,0-4,2-11
2026-01-27,Southern Ill.,MVC,308,308,243,200,4-12,3-6,1-6,0-6,322,310,293,-10.79,273,-5.35,4-6,0-0,0-1,0-1,4-10
2026-01-27,Bucknell,Patriot,309,309,270,207,5-13,2-6,3-7,1-8,281,236,304,-11.27,285,-5.58,2-8,0-1,0-0,0-3,5-9
2026-01-27,Samford,SoCon,310,310,207,190,5-14,1-4,4-10,3-10,95,52,273,-9.63,289,-5.7,3-7,0-4,0-1,0-1,5-8
2026-01-27,American,Patriot,311,311,287,214,5-14,3-5,2-9,1-9,331,308,326,-12.65,344,-7.97,4-6,0-1,0-0,0-1,5-12
2026-01-27,Winthrop,Big South,312,312,306,221,7-11,3-4,4-7,3-8,127,59,226,-7.49,219,-3.75,3-7,0-3,0-1,0-1,7-6
2026-01-27,Portland St.,Big Sky,313,313,238,199,4-14,1-6,3-8,1-8,337,324,328,-12.79,330,-7.09,2-8,0-0,0-1,0-0,4-13
2026-01-27,Texas Southern,SWAC,314,314,219,194,4-12,4-4,0-8,2-8,94,14,245,-8.32,240,-4.41,4-6,0-3,0-0,0-3,4-6
2026-01-27,NIU,MAC,315,315,261,204,4-15,2-6,2-9,2-11,275,290,334,-13.13,342,-7.8,2-8,0-1,0-0,0-2,4-12
2026-01-27,Wagner,NEC,316,316,346,247,7-10,4-3,3-7,3-7,254,171,237,-8.1,266,-5.17,6-4,0-1,0-2,0-0,7-7
2026-01-27,Wright St.,Horizon,317,317,287,214,4-15,2-8,2-7,1-9,299,262,339,-13.32,295,-5.84,1-9,0-1,0-0,0-1,4-13
2026-01-27,Hofstra,CAA,318,318,176,180,2-16,1-7,1-9,2-7,140,65,327,-12.73,305,-6.1,1-9,0-2,0-1,0-2,2-11
2026-01-27,Cornell,Ivy League,319,319,292,215,6-11,2-3,4-8,5-5,255,305,260,-9.11,324,-6.86,2-8,0-1,1-0,0-2,5-8
2026-01-27,San Jose St.,Mountain West,320,321,103,159,2-18,1-9,1-9,0-12,154,119,353,-14.64,321,-6.74,2-8,0-1,0-4,0-1,2-12
2026-01-27,N.C. Central,MEAC,321,320,209,191,2-14,0-4,2-10,1-8,109,70,287,-10.54,317,-6.61,1-9,0-3,0-0,0-2,2-9
2026-01-27,Colgate,Patriot,322,322,280,212,4-14,1-7,3-7,2-8,284,219,320,-12.33,279,-5.49,1-9,0-1,0-0,0-2,4-11
2026-01-27,UNCW,CAA,323,324,324,228,4-14,1-7,3-7,1-9,312,276,325,-12.53,294,-5.82,1-9,0-1,0-0,0-1,4-12
2026-01-27,Charleston So.,Big South,324,323,252,202,5-14,4-3,1-11,3-8,153,87,294,-10.81,343,-7.87,4-6,0-2,0-1,0-4,5-7
2026-01-27,Grambling,SWAC,325,325,252,202,3-13,3-3,0-10,1-8,236,162,299,-11.06,347,-8.08,3-7,0-1,0-0,0-3,3-9
2026-01-27,Louisiana,Sun Belt,326,326,144,173,1-17,1-9,0-8,0-7,241,207,357,-14.87,319,-6.72,1-9,0-1,0-0,0-3,1-13
2026-01-27,Rider,MAAC,327,327,343,242,4-16,2-9,2-7,2-10,345,332,356,-14.81,310,-6.35,2-8,0-0,0-2,0-2,4-12
2026-01-27,Tennessee St.,OVC,328,328,199,189,3-16,2-8,1-8,0-11,183,112,336,-13.18,297,-5.88,2-8,0-2,0-0,0-2,3-12
2026-01-27,Seattle U,WCC,329,330,173,179,3-15,1-8,2-7,0-9,192,254,322,-12.4,292,-5.78,1-9,0-1,0-1,0-4,3-9
2026-01-27,A&M-Corpus Christi,Southland,330,331,261,204,2-15,2-9,0-6,0-10,258,106,335,-13.16,247,-4.56,2-8,0-1,0-0,0-3,2-11
2026-01-27,Gardner-Webb,Big South,331,329,353,254,6-15,3-4,3-11,2-10,342,327,343,-13.7,359,-9.94,4-6,0-1,0-0,0-3,6-11
2026-01-27,North Dakota,Summit League,332,332,171,178,2-16,1-6,1-10,0-8,181,172,340,-13.32,345,-8,1-9,0-1,0-2,0-3,2-10
2026-01-27,Ark.-Pine Bluff,SWAC,333,333,287,214,5-12,3-5,2-7,3-9,253,145,276,-10.1,267,-5.17,3-7,0-1,0-0,0-4,5-7
2026-01-27,UNC Asheville,Big South,334,334,361,268,5-13,3-5,2-8,3-6,361,361,323,-12.51,341,-7.76,3-7,0-0,0-0,0-2,5-11
2026-01-27,Queens (NC),ASUN,335,335,346,247,5-12,1-7,4-5,3-7,265,199,279,-10.22,210,-3.53,2-8,0-1,0-1,0-1,5-9
2026-01-27,Stonehill,NEC,336,336,356,258,6-12,3-5,3-7,1-8,288,202,285,-10.36,274,-5.38,3-7,0-1,0-1,0-0,6-10
2026-01-27,Florida A&M,SWAC,337,337,313,224,4-13,4-3,0-10,1-9,301,234,308,-11.53,351,-8.56,4-6,0-0,0-2,0-2,4-9
2026-01-27,Long Beach St.,Big West,338,338,135,169,1-17,1-8,0-9,0-9,209,141,351,-14.57,333,-7.16,1-9,0-1,0-1,0-3,1-12
2026-01-27,Cal Poly,Big West,339,339,122,166,1-16,1-8,0-8,0-11,105,16,319,-12.28,254,-4.76,1-9,0-3,0-1,0-0,1-12
2026-01-27,New Haven,NEC,340,340,362,273,4-13,4-3,0-10,1-7,350,331,318,-12.16,353,-9.28,4-6,0-0,0-1,0-0,4-12
2026-01-27,Chicago St.,NEC,341,341,310,222,4-17,3-5,1-12,1-12,259,189,355,-14.74,357,-9.81,3-7,0-1,0-1,0-1,4-14
2026-01-27,Southeastern La.,Southland,342,342,184,184,1-16,1-10,0-6,0-10,110,5,321,-12.33,175,-2.89,0-10,0-3,0-0,0-3,1-10
2026-01-27,New Orleans,Southland,343,343,199,189,1-17,1-10,0-7,1-9,158,28,346,-14.03,243,-4.45,1-9,0-2,0-1,0-3,1-11
2026-01-27,Delaware St.,MEAC,344,344,277,209,1-16,1-4,0-12,1-9,246,212,347,-14.04,362,-10.15,1-9,0-1,0-1,0-1,1-13
2026-01-27,Canisius,MAAC,345,346,319,226,3-16,1-9,2-7,1-8,188,130,337,-13.22,262,-5.09,1-9,0-2,0-2,0-1,3-11
2026-01-27,Mercyhurst,NEC,346,345,324,228,6-13,6-2,0-11,4-7,137,51,270,-9.51,338,-7.58,6-4,0-4,0-0,0-0,6-9
